Lead_ID,Counselling,Application,Enrolled,Test_Score
L12754,Yes,Yes,Yes,65
L12755,No,No,No,
L12756,No,No,No,
L12757,Yes,Yes,No,58
L12758,No,No,No,
L12759,Yes,No,No,
L12760,Yes,Yes,No,66
L12761,Yes,Yes,No,71
L12762,No,No,No,
L12763,No,No,No,
L12764,Yes,Yes,Yes,76
L12765,Yes,No,No,
L12766,Yes,Yes,Yes,67
L12767,Yes,Yes,Yes,70
L12768,Yes,No,No,
L12769,No,No,No,
L12770,No,No,No,
L12771,Yes,Yes,Yes,72
L12772,No,No,No,
L12773,Yes,No,No,
L12774,Yes,No,No,
L12775,Yes,No,No,
L12776,No,No,No,
L12777,Yes,Yes,No,65
L12778,Yes,Yes,Yes,77
L12779,Yes,Yes,No,69
L12780,Yes,Yes,Yes,68
L12781,Yes,Yes,No,71
L12782,Yes,No,No,
L12783,No,No,No,
L12784,Yes,Yes,No,59
L12785,Yes,Yes,No,57
L12786,Yes,Yes,No,75
L12787,Yes,Yes,Yes,76
L12788,No,No,No,
L12789,No,No,No,
L12790,Yes,No,No,
L12791,Yes,Yes,No,60
L12792,No,No,No,
L12793,No,No,No,
L12794,Yes,No,No,
L12795,Yes,Yes,Yes,78
L12796,No,No,No,
L12797,Yes,No,No,
L12798,No,No,No,
L12799,No,No,No,
L12800,No,No,No,
L12801,Yes,Yes,Yes,86
L12802,Yes,No,No,
L12803,No,No,No,
L12804,Yes,Yes,Yes,80
L12805,Yes,No,No,
L12806,Yes,Yes,Yes,74
L12807,Yes,Yes,No,70
L12808,Yes,No,No,
L12809,Yes,No,No,
L12810,Yes,Yes,Yes,81
L12811,No,No,No,
L12812,Yes,Yes,Yes,69
L12813,Yes,Yes,No,56
L12814,Yes,No,No,
L12815,Yes,Yes,No,58
L12816,Yes,Yes,No,67
L12817,No,No,No,
L12818,Yes,Yes,Yes,77
L12819,Yes,Yes,Yes,76
L12820,No,No,No,
L12821,Yes,Yes,Yes,67
L12822,Yes,No,No,
L12823,Yes,Yes,No,64
L12824,Yes,No,No,
L12825,No,No,No,
L12826,Yes,No,No,
L12827,Yes,Yes,Yes,79
L12828,Yes,No,No,
L12829,Yes,No,No,
L12830,No,No,No,
L12831,Yes,No,No,
L12832,Yes,Yes,Yes,72
L12833,Yes,Yes,No,65
L12834,Yes,Yes,No,61
L12835,No,No,No,
L12836,Yes,No,No,
L12837,No,No,No,
L12838,Yes,Yes,Yes,71
L12839,Yes,Yes,Yes,71
L12840,Yes,Yes,Yes,83
L12841,Yes,No,No,
L12842,Yes,Yes,Yes,82
L12843,Yes,Yes,No,63
L12844,Yes,No,No,
L12845,No,No,No,
L12846,Yes,Yes,Yes,82
L12847,No,No,No,
L12848,No,No,No,
L12849,Yes,Yes,No,52
L12850,Yes,Yes,Yes,65
L12851,Yes,No,No,
L12852,No,No,No,
L12853,Yes,Yes,Yes,77
L12854,Yes,No,No,
L12855,Yes,Yes,Yes,75
L12856,No,No,No,
L12857,Yes,No,No,
L12858,No,No,No,
L12859,Yes,No,No,
L12860,Yes,Yes,Yes,79
L12861,Yes,Yes,No,71
L12862,No,No,No,
L12863,No,No,No,
L12864,Yes,No,No,
L12865,Yes,No,No,
L12866,Yes,No,No,
L12867,Yes,Yes,No,57
L12868,Yes,Yes,No,61
L12869,Yes,Yes,No,69
L12870,Yes,Yes,No,60
L12871,No,No,No,
L12872,Yes,Yes,No,63
L12873,Yes,Yes,No,70
L12874,Yes,Yes,No,66
L12875,No,No,No,
L12876,No,No,No,
L12877,No,No,No,
L12878,Yes,No,No,
L12879,Yes,No,No,
L12880,Yes,Yes,Yes,71
L12881,Yes,No,No,
L12882,Yes,Yes,No,65
L12883,Yes,No,No,
L12884,Yes,No,No,
L12885,Yes,Yes,Yes,87
L12886,Yes,Yes,No,60
L12887,Yes,No,No,
L12888,No,No,No,
L12889,No,No,No,
L12890,Yes,Yes,Yes,87
L12891,Yes,Yes,Yes,83
L12892,Yes,No,No,
L12893,Yes,Yes,Yes,74
L12894,No,No,No,
L12895,Yes,No,No,
L12896,Yes,No,No,
L12897,Yes,Yes,Yes,73
L12898,Yes,Yes,No,60
L12899,Yes,No,No,
L12900,Yes,No,No,
L12901,No,No,No,
L12902,Yes,Yes,Yes,61
L12903,Yes,Yes,No,67
L12904,Yes,Yes,Yes,75
L12905,Yes,Yes,No,72
L12906,No,No,No,
L12907,Yes,Yes,No,73
L12908,No,No,No,
L12909,No,No,No,
L12910,Yes,Yes,Yes,70
L12911,No,No,No,
L12912,Yes,Yes,No,59
L12913,Yes,No,No,
L12914,No,No,No,
L12915,Yes,Yes,Yes,73
L12916,Yes,No,No,
L12917,Yes,Yes,Yes,83
L12918,No,No,No,
L12919,Yes,Yes,Yes,60
L12920,No,No,No,
L12921,Yes,Yes,No,73
L12922,Yes,Yes,Yes,70
L12923,No,No,No,
L12924,Yes,No,No,
L12925,No,No,No,
L12926,No,No,No,
L12927,Yes,Yes,Yes,82
L12928,Yes,No,No,
L12929,No,No,No,
L12930,Yes,No,No,
L12931,Yes,No,No,
L12932,Yes,No,No,
L12933,Yes,No,No,
L12934,No,No,No,
L12935,Yes,No,No,
L12936,Yes,No,No,
L12937,No,No,No,
L12938,Yes,No,No,
L12939,Yes,No,No,
L12940,Yes,Yes,Yes,79
L12941,No,No,No,
L12942,Yes,No,No,
L12943,No,No,No,
L12944,Yes,Yes,Yes,81
L12945,Yes,Yes,No,65
L12946,No,No,No,
L12947,No,No,No,
L12948,Yes,No,No,
L12949,Yes,Yes,Yes,72
L12950,No,No,No,
L12951,Yes,Yes,Yes,76
L12952,Yes,Yes,No,61
L12953,No,No,No,
L12954,Yes,Yes,Yes,88
L12955,Yes,No,No,
L12956,Yes,Yes,Yes,84
L12957,Yes,No,No,
L12958,No,No,No,
L12959,Yes,Yes,Yes,75
L12960,No,No,No,
L12961,Yes,Yes,No,62
L12962,No,No,No,
L12963,Yes,Yes,Yes,78
L12964,Yes,Yes,Yes,68
L12965,Yes,No,No,
L12966,Yes,No,No,
L12967,Yes,Yes,No,60
L12968,Yes,Yes,Yes,77
L12969,Yes,Yes,Yes,88
L12970,Yes,No,No,
L12971,Yes,Yes,No,55
L12972,No,No,No,
L12973,Yes,Yes,No,56
L12974,Yes,Yes,No,60
L12975,No,No,No,
L12976,Yes,Yes,No,73
L12977,No,No,No,
L12978,Yes,No,No,
L12979,No,No,No,
L12980,Yes,Yes,Yes,76
L12981,Yes,No,No,
L12982,Yes,No,No,
L12983,No,No,No,
L12984,No,No,No,
L12985,Yes,Yes,Yes,74
L12986,Yes,No,No,
L12987,Yes,Yes,No,61
L12988,Yes,No,No,
L12989,No,No,No,
L12990,Yes,No,No,
L12991,Yes,No,No,
L12992,Yes,No,No,
L12993,No,No,No,
L12994,Yes,No,No,
L12995,Yes,No,No,
L12996,Yes,Yes,No,73
L12997,No,No,No,
L12998,Yes,Yes,Yes,83
L12999,Yes,No,No,
L13000,Yes,Yes,Yes,81
L13001,No,No,No,
L13002,No,No,No,
L13003,No,No,No,
L13004,Yes,Yes,Yes,88
L13005,Yes,No,No,
L13006,No,No,No,
L13007,Yes,No,No,
L13008,Yes,Yes,Yes,79
L13009,Yes,Yes,No,71
L13010,Yes,Yes,Yes,89
L13011,Yes,No,No,
L13012,Yes,Yes,Yes,65
L13013,Yes,No,No,
L13014,No,No,No,
L13015,Yes,Yes,Yes,74
L13016,Yes,Yes,Yes,83
L13017,No,No,No,
L13018,No,No,No,
L13019,No,No,No,
L13020,Yes,Yes,No,70
L13021,No,No,No,
L13022,No,No,No,
L13023,Yes,No,No,
L13024,Yes,Yes,No,53
L13025,No,No,No,
L13026,Yes,Yes,Yes,89
L13027,Yes,Yes,No,77
L13028,No,No,No,
L13029,No,No,No,
L13030,No,No,No,
L13031,No,No,No,
L13032,Yes,Yes,No,66
L13033,Yes,Yes,No,60
L13034,Yes,No,No,
L13035,Yes,Yes,No,61
L13036,Yes,Yes,No,55
L13037,Yes,No,No,
L13038,No,No,No,
L13039,Yes,Yes,Yes,73
L13040,Yes,Yes,No,61
L13041,Yes,No,No,
L13042,Yes,Yes,No,59
L13043,Yes,Yes,No,69
L13044,Yes,Yes,Yes,78
L13045,Yes,No,No,
L13046,Yes,Yes,No,64
L13047,Yes,Yes,Yes,69
L13048,Yes,Yes,Yes,89
L13049,No,No,No,
L13050,No,No,No,
L13051,Yes,No,No,
L13052,No,No,No,
L13053,Yes,Yes,No,73
L13054,No,No,No,
L13055,Yes,Yes,Yes,74
L13056,Yes,No,No,
L13057,Yes,No,No,
L13058,No,No,No,
L13059,Yes,Yes,No,66
L13060,Yes,Yes,No,51
L13061,No,No,No,
L13062,Yes,Yes,Yes,82
L13063,Yes,Yes,Yes,82
L13064,No,No,No,
L13065,Yes,Yes,Yes,77
L13066,No,No,No,
L13067,Yes,Yes,No,54
L13068,Yes,Yes,Yes,72
L13069,Yes,No,No,
L13070,No,No,No,
L13071,No,No,No,
L13072,Yes,Yes,No,68
L13073,Yes,Yes,No,67
L13074,Yes,No,No,
L13075,Yes,No,No,
L13076,No,No,No,
L13077,Yes,No,No,
L13078,Yes,Yes,Yes,81
L13079,No,No,No,
L13080,No,No,No,
L13081,Yes,Yes,Yes,72
L13082,No,No,No,
L13083,Yes,No,No,
L13084,Yes,No,No,
L13085,Yes,Yes,No,72
L13086,Yes,Yes,Yes,72
L13087,Yes,No,No,
L13088,No,No,No,
L13089,Yes,No,No,
L13090,Yes,No,No,
L13091,No,No,No,
L13092,Yes,Yes,No,78
L13093,Yes,Yes,No,51
L13094,Yes,Yes,No,75
L13095,Yes,Yes,Yes,67
L13096,No,No,No,
L13097,Yes,No,No,
L13098,No,No,No,
L13099,Yes,No,No,
L13100,Yes,Yes,No,72
L13101,No,No,No,
L13102,No,No,No,
L13103,Yes,Yes,Yes,66
L13104,Yes,No,No,
L13105,Yes,Yes,Yes,84
L13106,Yes,No,No,
L13107,Yes,Yes,Yes,75
L13108,Yes,Yes,Yes,74
L13109,Yes,No,No,
L13110,Yes,Yes,Yes,78
L13111,No,No,No,
L13112,Yes,Yes,Yes,71
L13113,No,No,No,
L13114,Yes,No,No,
L13115,Yes,No,No,
L13116,Yes,Yes,No,72
L13117,No,No,No,
L13118,Yes,Yes,No,59
L13119,No,No,No,
L13120,No,No,No,
L13121,Yes,Yes,No,67
L13122,No,No,No,
L13123,Yes,Yes,Yes,79
L13124,No,No,No,
L13125,Yes,No,No,
L13126,Yes,Yes,Yes,89
L13127,Yes,Yes,No,60
L13128,Yes,Yes,Yes,87
L13129,Yes,Yes,No,55
L13130,No,No,No,
L13131,Yes,Yes,Yes,87
L13132,No,No,No,
L13133,Yes,Yes,Yes,66
L13134,Yes,No,No,
L13135,Yes,No,No,
L13136,No,No,No,
L13137,Yes,No,No,
L13138,No,No,No,
L13139,Yes,No,No,
L13140,No,No,No,
L13141,Yes,Yes,No,62
L13142,Yes,No,No,
L13143,Yes,Yes,No,63
L13144,Yes,Yes,No,67
L13145,No,No,No,
L13146,No,No,No,
L13147,Yes,Yes,No,67
L13148,Yes,No,No,
L13149,No,No,No,
L13150,No,No,No,
L13151,Yes,No,No,
L13152,Yes,Yes,No,59
L13153,Yes,Yes,Yes,73
L13154,Yes,Yes,No,56
L13155,No,No,No,
L13156,Yes,Yes,Yes,72
L13157,Yes,No,No,
L13158,Yes,No,No,
L13159,No,No,No,
L13160,Yes,Yes,No,69
L13161,No,No,No,
L13162,Yes,Yes,Yes,86
L13163,Yes,Yes,No,64
L13164,Yes,No,No,
L13165,Yes,Yes,No,79
L13166,Yes,Yes,Yes,77
L13167,Yes,No,No,
L13168,Yes,Yes,No,55
L13169,No,No,No,
L13170,Yes,Yes,No,65
L13171,No,No,No,
L13172,No,No,No,
L13173,Yes,Yes,No,65
L13174,Yes,No,No,
L13175,No,No,No,
L13176,Yes,Yes,Yes,86
L13177,No,No,No,
L13178,Yes,Yes,No,63
L13179,Yes,No,No,
L13180,Yes,No,No,
L13181,Yes,Yes,No,60
L13182,No,No,No,
L13183,Yes,Yes,No,60
L13184,Yes,Yes,Yes,80
L13185,Yes,Yes,No,60
L13186,Yes,Yes,No,67
L13187,Yes,No,No,
L13188,No,No,No,
L13189,Yes,Yes,Yes,76
L13190,Yes,No,No,
L13191,Yes,No,No,
L13192,No,No,No,
L13193,Yes,No,No,
L13194,No,No,No,
L13195,No,No,No,
L13196,Yes,No,No,
L13197,Yes,No,No,
L13198,Yes,No,No,
L13199,No,No,No,
L13200,Yes,Yes,Yes,88
L13201,Yes,Yes,No,79
L13202,No,No,No,
L13203,Yes,No,No,
L13204,Yes,Yes,No,71
L13205,Yes,No,No,
L13206,Yes,Yes,Yes,78
L13207,Yes,No,No,
L13208,Yes,No,No,
L13209,Yes,No,No,
L13210,No,No,No,
L13211,Yes,No,No,
L13212,Yes,No,No,
L13213,No,No,No,
L13214,Yes,Yes,No,61
L13215,Yes,Yes,No,61
L13216,Yes,No,No,
L13217,Yes,No,No,
L13218,No,No,No,
L13219,No,No,No,
L13220,No,No,No,
L13221,Yes,Yes,Yes,77
L13222,Yes,No,No,
L13223,Yes,Yes,No,67
L13224,Yes,Yes,Yes,68
L13225,No,No,No,
L13226,Yes,Yes,Yes,77
L13227,No,No,No,
L13228,Yes,Yes,Yes,77
L13229,Yes,No,No,
L13230,Yes,Yes,Yes,66
L13231,Yes,No,No,
L13232,Yes,Yes,No,64
L13233,Yes,Yes,No,56
L13234,Yes,Yes,No,58
L13235,Yes,Yes,No,56
L13236,No,No,No,
L13237,Yes,No,No,
L13238,Yes,Yes,Yes,73
L13239,Yes,Yes,No,64
L13240,Yes,Yes,Yes,72
L13241,Yes,Yes,Yes,66
L13242,No,No,No,
L13243,Yes,Yes,Yes,83
L13244,No,No,No,
L13245,Yes,No,No,
L13246,Yes,Yes,No,55
L13247,No,No,No,
L13248,No,No,No,
L13249,Yes,Yes,No,60
L13250,Yes,No,No,
L13251,Yes,Yes,Yes,76
L13252,Yes,Yes,No,65
L13253,Yes,No,No,
L13254,No,No,No,
L13255,Yes,No,No,
L13256,No,No,No,
L13257,Yes,Yes,No,66
L13258,No,No,No,
L13259,Yes,Yes,No,73
L13260,Yes,Yes,Yes,77
L13261,No,No,No,
L13262,No,No,No,
L13263,Yes,Yes,No,60
L13264,Yes,Yes,Yes,80
L13265,Yes,Yes,Yes,84
L13266,No,No,No,
L13267,Yes,No,No,
L13268,Yes,No,No,
L13269,No,No,No,
L13270,Yes,Yes,No,63
L13271,No,No,No,
L13272,Yes,No,No,
L13273,Yes,Yes,Yes,74
L13274,Yes,No,No,
L13275,Yes,Yes,Yes,76
L13276,Yes,No,No,
L13277,Yes,Yes,No,65
L13278,Yes,Yes,Yes,86
L13279,Yes,Yes,Yes,68
L13280,Yes,Yes,Yes,86
L13281,Yes,Yes,Yes,79
L13282,Yes,Yes,Yes,71
L13283,Yes,Yes,No,55
L13284,Yes,No,No,
L13285,Yes,No,No,
L13286,Yes,Yes,Yes,85
L13287,No,No,No,
L13288,Yes,No,No,
L13289,Yes,No,No,
L13290,Yes,Yes,No,71
L13291,Yes,Yes,No,71
L13292,Yes,No,No,
L13293,Yes,Yes,Yes,83
L13294,Yes,No,No,
L13295,Yes,Yes,No,58
L13296,Yes,No,No,
L13297,Yes,Yes,Yes,87
L13298,Yes,Yes,Yes,71
L13299,No,No,No,
L13300,No,No,No,
L13301,Yes,No,No,
L13302,Yes,Yes,No,67
L13303,No,No,No,
L13304,Yes,No,No,
L13305,Yes,No,No,
L13306,No,No,No,
L13307,Yes,No,No,
L13308,No,No,No,
L13309,Yes,No,No,
L13310,Yes,Yes,No,68
L13311,Yes,Yes,No,56
L13312,No,No,No,
L13313,No,No,No,
L13314,Yes,Yes,No,68
L13315,No,No,No,
L13316,Yes,No,No,
L13317,Yes,No,No,
L13318,Yes,No,No,
L13319,No,No,No,
L13320,Yes,Yes,No,62
L13321,No,No,No,
L13322,No,No,No,
L13323,No,No,No,
L13324,No,No,No,
L13325,No,No,No,
L13326,No,No,No,
L13327,No,No,No,
L13328,Yes,Yes,No,72
L13329,Yes,No,No,
L13330,Yes,Yes,Yes,85
L13331,No,No,No,
L13332,Yes,Yes,No,60
L13333,No,No,No,
L13334,Yes,Yes,Yes,76
L13335,No,No,No,
L13336,Yes,No,No,
L13337,Yes,No,No,
L13338,Yes,No,No,
L13339,Yes,Yes,Yes,70
L13340,Yes,No,No,
L13341,Yes,Yes,Yes,67
L13342,No,No,No,
L13343,Yes,Yes,Yes,70
L13344,No,No,No,
L13345,Yes,Yes,No,73
L13346,Yes,Yes,No,61
L13347,Yes,Yes,No,69
L13348,No,No,No,
L13349,No,No,No,
L13350,No,No,No,
L13351,No,No,No,
L13352,No,No,No,
L13353,No,No,No,
L13354,Yes,Yes,No,60
L13355,No,No,No,
L13356,Yes,Yes,Yes,88
L13357,No,No,No,
L13358,No,No,No,
L13359,Yes,Yes,Yes,74
L13360,Yes,Yes,No,57
L13361,No,No,No,
L13362,Yes,No,No,
L13363,Yes,No,No,
L13364,Yes,No,No,
L13365,Yes,No,No,
L13366,Yes,No,No,
L13367,Yes,Yes,No,58
L13368,Yes,No,No,
L13369,Yes,Yes,No,63
L13370,Yes,No,No,
L13371,No,No,No,
L13372,No,No,No,
L13373,No,No,No,
L13374,No,No,No,
L13375,No,No,No,
L13376,Yes,No,No,
L13377,Yes,Yes,Yes,84
L13378,No,No,No,
L13379,Yes,Yes,Yes,78
L13380,Yes,Yes,Yes,83
L13381,No,No,No,
L13382,Yes,Yes,No,66
L13383,No,No,No,
L13384,Yes,Yes,Yes,88
L13385,Yes,Yes,Yes,83
L13386,No,No,No,
L13387,Yes,Yes,No,62
L13388,Yes,No,No,
L13389,Yes,No,No,
L13390,No,No,No,
L13391,Yes,Yes,Yes,81
L13392,No,No,No,
L13393,Yes,No,No,
L13394,Yes,Yes,No,56
L13395,Yes,Yes,No,68
L13396,Yes,Yes,No,67
L13397,Yes,Yes,No,65
L13398,No,No,No,
L13399,Yes,Yes,No,54
L13400,No,No,No,
L13401,No,No,No,
L13402,Yes,No,No,
L13403,Yes,Yes,Yes,69
L13404,Yes,Yes,Yes,83
L13405,No,No,No,
L13406,No,No,No,
L13407,No,No,No,
L13408,No,No,No,
L13409,Yes,No,No,
L13410,No,No,No,
L13411,Yes,No,No,
L13412,No,No,No,
L13413,No,No,No,
L13414,Yes,No,No,
L13415,Yes,Yes,Yes,84
L13416,Yes,Yes,Yes,80
L13417,Yes,Yes,Yes,75
L13418,Yes,Yes,No,64
L13419,Yes,No,No,
L13420,Yes,No,No,
L13421,Yes,No,No,
L13422,Yes,Yes,Yes,74
L13423,No,No,No,
L13424,Yes,No,No,
L13425,Yes,Yes,No,68
L13426,Yes,No,No,
L13427,No,No,No,
L13428,No,No,No,
L13429,Yes,No,No,
L13430,No,No,No,
L13431,Yes,No,No,
L13432,No,No,No,
L13433,Yes,Yes,Yes,66
L13434,No,No,No,
L13435,No,No,No,
L13436,Yes,Yes,No,70
L13437,Yes,Yes,Yes,63
L13438,Yes,No,No,
L13439,Yes,Yes,Yes,67
L13440,Yes,Yes,Yes,77
L13441,Yes,Yes,No,54
L13442,Yes,Yes,Yes,81
L13443,No,No,No,
L13444,Yes,No,No,
L13445,No,No,No,
L13446,No,No,No,
L13447,Yes,Yes,No,69
L13448,Yes,Yes,Yes,78
L13449,Yes,Yes,No,62
L13450,No,No,No,
L13451,No,No,No,
L13452,Yes,No,No,
L13453,Yes,Yes,Yes,87
L13454,Yes,Yes,Yes,88
L13455,No,No,No,
L13456,Yes,No,No,
L13457,No,No,No,
L13458,Yes,Yes,No,64
L13459,No,No,No,
L13460,Yes,Yes,Yes,88
L13461,Yes,Yes,No,63
L13462,Yes,Yes,Yes,88
L13463,No,No,No,
L13464,No,No,No,
L13465,Yes,No,No,
L13466,No,No,No,
L13467,Yes,No,No,
L13468,No,No,No,
L13469,Yes,Yes,Yes,70
L13470,Yes,Yes,No,67
L13471,Yes,Yes,Yes,64
L13472,Yes,Yes,Yes,71
L13473,Yes,Yes,Yes,76
L13474,Yes,Yes,Yes,64
L13475,No,No,No,
L13476,Yes,Yes,Yes,89
L13477,No,No,No,
L13478,Yes,Yes,No,61
L13479,Yes,Yes,Yes,75
L13480,Yes,No,No,
L13481,Yes,Yes,No,55
L13482,Yes,No,No,
L13483,No,No,No,
L13484,No,No,No,
L13485,Yes,No,No,
L13486,Yes,Yes,Yes,67
L13487,Yes,Yes,No,65
L13488,Yes,No,No,
L13489,No,No,No,
L13490,Yes,No,No,
L13491,Yes,Yes,Yes,76
L13492,Yes,No,No,
L13493,Yes,Yes,No,68
L13494,No,No,No,
L13495,Yes,No,No,
L13496,Yes,Yes,No,64
L13497,Yes,Yes,Yes,78
L13498,Yes,No,No,
L13499,Yes,No,No,
L13500,Yes,No,No,
L13501,Yes,Yes,Yes,75
L13502,No,No,No,
L13503,Yes,No,No,
L13504,Yes,Yes,Yes,87
L13505,Yes,No,No,
L13506,No,No,No,
L13507,Yes,Yes,Yes,76
L13508,Yes,No,No,
L13509,Yes,No,No,
L13510,Yes,Yes,Yes,82
L13511,Yes,Yes,No,64
L13512,Yes,Yes,No,62
L13513,Yes,Yes,No,51
L13514,Yes,Yes,Yes,84
L13515,No,No,No,
L13516,Yes,Yes,Yes,81
L13517,Yes,No,No,
L13518,Yes,No,No,
L13519,No,No,No,
L13520,No,No,No,
L13521,Yes,No,No,
L13522,Yes,No,No,
L13523,Yes,Yes,No,67
L13524,No,No,No,
L13525,No,No,No,
L13526,Yes,Yes,Yes,71
L13527,Yes,Yes,Yes,66
L13528,No,No,No,
L13529,Yes,Yes,Yes,65
L13530,Yes,Yes,No,59
L13531,Yes,Yes,No,62
L13532,Yes,No,No,
L13533,Yes,No,No,
L13534,No,No,No,
L13535,No,No,No,
L13536,Yes,Yes,No,63
L13537,Yes,Yes,No,60
L13538,Yes,No,No,
L13539,No,No,No,
L13540,Yes,Yes,Yes,77
L13541,Yes,Yes,Yes,74
L13542,Yes,Yes,Yes,77
L13543,No,No,No,
L13544,Yes,Yes,No,60
L13545,Yes,Yes,No,56
L13546,Yes,Yes,Yes,73
L13547,Yes,Yes,No,55
L13548,Yes,Yes,Yes,79
L13549,Yes,Yes,Yes,70
L13550,No,No,No,
L13551,Yes,No,No,
L13552,No,No,No,
L13553,Yes,Yes,No,68
L13554,Yes,No,No,
L13555,Yes,No,No,
L13556,No,No,No,
L13557,Yes,Yes,No,62
L13558,Yes,No,No,
L13559,No,No,No,
L13560,No,No,No,
L13561,Yes,No,No,
L13562,No,No,No,
L13563,Yes,Yes,Yes,83
L13564,No,No,No,
L13565,No,No,No,
L13566,Yes,No,No,
L13567,No,No,No,
L13568,Yes,No,No,
L13569,No,No,No,
L13570,Yes,No,No,
L13571,No,No,No,
L13572,No,No,No,
L13573,No,No,No,
L13574,Yes,No,No,
L13575,No,No,No,
L13576,Yes,Yes,Yes,84
L13577,Yes,No,No,
L13578,Yes,No,No,
L13579,Yes,No,No,
L13580,No,No,No,
L13581,Yes,No,No,
L13582,No,No,No,
L13583,No,No,No,
L13584,Yes,Yes,No,67
L13585,No,No,No,
L13586,Yes,Yes,No,52
L13587,No,No,No,
L13588,No,No,No,
L13589,Yes,No,No,
L13590,Yes,Yes,No,66
L13591,No,No,No,
L13592,Yes,No,No,
L13593,Yes,No,No,
L13594,Yes,Yes,No,57
L13595,Yes,No,No,
L13596,No,No,No,
L13597,Yes,No,No,
L13598,Yes,No,No,
L13599,No,No,No,
L13600,Yes,Yes,No,55
L13601,Yes,No,No,
L13602,Yes,No,No,
L13603,Yes,Yes,No,65
L13604,Yes,Yes,No,65
L13605,No,No,No,
L13606,No,No,No,
L13607,Yes,No,No,
L13608,Yes,Yes,Yes,78
L13609,Yes,Yes,Yes,75
L13610,Yes,Yes,Yes,68
L13611,Yes,Yes,Yes,70
L13612,No,No,No,
L13613,Yes,Yes,No,55
L13614,Yes,Yes,No,61
L13615,Yes,Yes,No,70
L13616,Yes,Yes,No,61
L13617,No,No,No,
L13618,Yes,Yes,No,60
L13619,Yes,Yes,No,58
L13620,Yes,No,No,
L13621,Yes,Yes,Yes,77
L13622,No,No,No,
L13623,Yes,Yes,No,58
L13624,Yes,Yes,Yes,86
L13625,Yes,No,No,
L13626,Yes,No,No,
L13627,Yes,No,No,
L13628,No,No,No,
L13629,Yes,Yes,Yes,78
L13630,Yes,Yes,No,62
L13631,Yes,No,No,
L13632,Yes,Yes,Yes,69
L13633,Yes,Yes,No,63
L13634,Yes,No,No,
L13635,No,No,No,
L13636,Yes,No,No,
L13637,Yes,No,No,
L13638,No,No,No,
L13639,No,No,No,
L13640,Yes,Yes,Yes,79
L13641,No,No,No,
L13642,No,No,No,
L13643,Yes,Yes,No,69
L13644,Yes,Yes,Yes,72
L13645,Yes,Yes,Yes,68
L13646,No,No,No,
L13647,Yes,Yes,Yes,77
L13648,Yes,Yes,Yes,69
L13649,No,No,No,
L13650,Yes,Yes,Yes,67
L13651,Yes,Yes,No,56
L13652,No,No,No,
L13653,Yes,No,No,
L13654,No,No,No,
L13655,Yes,No,No,
L13656,No,No,No,
L13657,No,No,No,
L13658,No,No,No,
L13659,No,No,No,
L13660,Yes,Yes,No,74
L13661,Yes,Yes,Yes,75
L13662,Yes,No,No,
L13663,Yes,No,No,
L13664,Yes,Yes,Yes,66
L13665,Yes,Yes,Yes,89
L13666,Yes,Yes,No,63
L13667,Yes,Yes,Yes,65
L13668,Yes,No,No,
L13669,No,No,No,
L13670,No,No,No,
L13671,Yes,Yes,No,72
L13672,Yes,No,No,
L13673,Yes,No,No,
L13674,Yes,Yes,Yes,84
L13675,Yes,Yes,No,58
L13676,Yes,Yes,Yes,78
L13677,No,No,No,
L13678,Yes,Yes,Yes,70
L13679,Yes,No,No,
L13680,Yes,Yes,Yes,78
L13681,Yes,No,No,
L13682,Yes,Yes,No,78
L13683,Yes,Yes,Yes,76
L13684,No,No,No,
L13685,No,No,No,
L13686,Yes,Yes,No,67
L13687,No,No,No,
L13688,Yes,Yes,Yes,79
L13689,Yes,Yes,No,65
L13690,Yes,No,No,
L13691,No,No,No,
L13692,No,No,No,
L13693,Yes,No,No,
L13694,Yes,Yes,Yes,83
L13695,Yes,No,No,
L13696,No,No,No,
L13697,Yes,Yes,No,67
L13698,Yes,Yes,No,76
L13699,Yes,Yes,No,77
L13700,Yes,Yes,No,73
L13701,No,No,No,
L13702,Yes,No,No,
L13703,Yes,Yes,Yes,73
L13704,Yes,No,No,
L13705,No,No,No,
L13706,Yes,No,No,
L13707,Yes,Yes,No,65
L13708,Yes,Yes,No,59
L13709,Yes,Yes,Yes,76
L13710,No,No,No,
L13711,Yes,Yes,Yes,75
L13712,Yes,No,No,
L13713,No,No,No,
L13714,Yes,Yes,Yes,67
L13715,No,No,No,
L13716,Yes,Yes,No,56
L13717,No,No,No,
L13718,No,No,No,
L13719,Yes,Yes,Yes,77
L13720,No,No,No,
L13721,Yes,Yes,No,71
L13722,No,No,No,
L13723,Yes,No,No,
L13724,Yes,No,No,
L13725,No,No,No,
L13726,No,No,No,
L13727,Yes,Yes,No,57
L13728,No,No,No,
L13729,Yes,Yes,No,71
L13730,Yes,Yes,Yes,71
L13731,Yes,Yes,Yes,74
L13732,No,No,No,
L13733,Yes,Yes,Yes,81
L13734,Yes,Yes,No,64
L13735,No,No,No,
L13736,Yes,No,No,
L13737,Yes,No,No,
L13738,Yes,Yes,No,68
L13739,No,No,No,
L13740,No,No,No,
L13741,Yes,Yes,Yes,79
L13742,No,No,No,
L13743,No,No,No,
L13744,Yes,Yes,Yes,66
L13745,No,No,No,
L13746,Yes,Yes,No,68
L13747,Yes,No,No,
L13748,Yes,No,No,
L13749,Yes,Yes,Yes,67
